"filename", "language", "JSON with Comments", "TypeScript", "JSON", "comment", "blank", "total"
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\core\StepSimulator\modules\__tests__\EventTimeWheel.test.ts", "TypeScript", 0, 95, 0, 1, 18, 114
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\core\StepSimulator\modules\__tests__\GenerationTracker.test.ts", "TypeScript", 0, 36, 0, 0, 11, 47
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\core\StepSimulator\modules\__tests__\InputHandler.test.ts", "TypeScript", 0, 79, 0, 0, 20, 99
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\core\StepSimulator\modules\__tests__\OutputHandler.test.ts", "TypeScript", 0, 79, 0, 0, 20, 99
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\core\StepSimulator\modules\__tests__\PinUpdateStore.test.ts", "TypeScript", 0, 28, 0, 0, 10, 38
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\core\StepSimulator\modules\index.ts", "TypeScript", 0, 4, 0, 0, 1, 5
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\core\index.ts", "TypeScript", 0, 5, 0, 0, 1, 6
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\helpers\builders\index.ts", "TypeScript", 0, 3, 0, 0, 1, 4
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\helpers\builders\makeDefaultMeta.ts", "TypeScript", 0, 8, 0, 0, 2, 10
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\helpers\builders\makeDefaultResult.ts", "TypeScript", 0, 9, 0, 0, 2, 11
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\helpers\builders\makeEventParams.ts", "TypeScript", 0, 23, 0, 0, 3, 26
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\helpers\builders\makeRunConfig.ts", "TypeScript", 0, 8, 0, 0, 3, 11
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\helpers\circuit-resolving\expandInputTargets.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\helpers\circuit-resolving\index.ts", "TypeScript", 0, 6, 0, 0, 1, 7
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\helpers\circuit-resolving\resolveAllReceivers.ts", "TypeScript", 0, 54, 0, 3, 14, 71
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\helpers\circuit-resolving\resolveOutputDriver.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\helpers\circuit-resolving\syncCircuitPinValues.ts", "TypeScript", 0, 26, 0, 0, 9, 35
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\helpers\circuit-resolving\types.ts", "TypeScript", 0, 2, 0, 0, 2, 4
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\helpers\index.ts", "TypeScript", 0, 3, 0, 0, 1, 4
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\helpers\math\countItemDelay.ts", "TypeScript", 0, 27, 0, 0, 4, 31
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\helpers\math\index.ts", "TypeScript", 0, 1, 0, 0, 1, 2
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\index.ts", "TypeScript", 0, 14, 0, 0, 1, 15
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\model\RunnerStats.types.ts", "TypeScript", 0, 13, 0, 0, 3, 16
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\model\SimulatorRunner.types.ts", "TypeScript", 0, 30, 0, 0, 6, 36
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\model\SimulatorStep.types.ts", "TypeScript", 0, 35, 0, 9, 13, 57
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\model\config\index.ts", "TypeScript", 0, 2, 0, 0, 1, 3
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\model\config\run.types.ts", "TypeScript", 0, 4, 0, 0, 1, 5
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\model\config\setup.types.ts", "TypeScript", 0, 45, 0, 0, 5, 50
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\model\index.ts", "TypeScript", 0, 4, 0, 0, 1, 5
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\src\setup.ts", "TypeScript", 0, 36, 0, 0, 12, 48
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\tsconfig.build.json", "JSON", 0, 0, 14, 0, 1, 15
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\tsconfig.json", "JSON with Comments", 14, 0, 0, 0, 1, 15
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\simulation\vitest.config.ts", "TypeScript", 0, 9, 0, 0, 2, 11
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\typescript-config\base.json", "JSON", 0, 0, 21, 0, 1, 22
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\typescript-config\package.json", "JSON", 0, 0, 9, 0, 1, 10
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\typescript-config\vite.json", "JSON", 0, 0, 18, 0, 1, 19
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\utils\package.json", "JSON", 0, 0, 34, 0, 1, 35
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\utils\src\array.ts", "TypeScript", 0, 35, 0, 0, 9, 44
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\utils\src\async\batchProcess.ts", "TypeScript", 0, 46, 0, 0, 12, 58
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\utils\src\async\defer.ts", "TypeScript", 0, 3, 0, 0, 1, 4
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\utils\src\async\index.ts", "TypeScript", 0, 3, 0, 0, 1, 4
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\utils\src\async\loopProcess.ts", "TypeScript", 0, 30, 0, 0, 5, 35
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\utils\src\characteristics.ts", "TypeScript", 0, 7, 0, 0, 1, 8
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\utils\src\check.ts", "TypeScript", 0, 7, 0, 0, 2, 9
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\utils\src\filter.ts", "TypeScript", 0, 7, 0, 0, 1, 8
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\utils\src\index.ts", "TypeScript", 0, 9, 0, 0, 1, 10
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\utils\src\object.ts", "TypeScript", 0, 38, 0, 1, 11, 50
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\utils\src\tree.ts", "TypeScript", 0, 28, 0, 15, 6, 49
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\utils\src\typization.ts", "TypeScript", 0, 1, 0, 2, 2, 5
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\utils\src\unique.ts", "TypeScript", 0, 7, 0, 0, 3, 10
"c:\Users\User\Documents\GitHub\cinabono-engine\packages\utils\tsconfig.json", "JSON with Comments", 14, 0, 0, 0, 1, 15
"Total", "-", 147, 7661, 628, 506, 1974, 10916
